7223,Mount Hamilton Residence 7223,Mount Hamilton Residence 7223,Mount Hamilton Residence 7223,MTHAM R 7223,7223,Off-campus Mt Ham Tortilla Flats,07 - Santa Cruz,C - Central Campus,R - Residential,RES - Residential,29120 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,29120 MT HAMILTON RD,5115,43,2,1,01/01/1961,07/01/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7224,Mount Hamilton Residence 7224,Mount Hamilton Residence 7224,Mount Hamilton Residence 7224,MTHAM R 7224,7224,Off-campus Mt Ham Tortilla Flats,07 - Santa Cruz,C - Central Campus,R - Residential,RES - Residential,29110 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,29110 MT HAMILTON RD,5115,43,2,1,01/01/1961,07/01/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7225,Mount Hamilton Residence 7225,Mount Hamilton Residence 7225,Mount Hamilton Residence 7225,MTHAM R 7225,7225,Off-campus Mt Ham Tortilla Flats,07 - Santa Cruz,C - Central Campus,R - Residential,RES - Residential,29100 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,29100 MT HAMILTON RD,5115,43,2,1,01/01/1961,07/01/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7226,Mount Hamilton Residence 7226,Mount Hamilton Residence 7226,Mount Hamilton Residence 7226,MTHAM R 7226,7226,Off-campus Mt Ham Shane,07 - Santa Cruz,C - Central Campus,R - Residential,RES - Residential,30325 San Antonio Valley Road,San Jose,Santa Clara,CA,95140,30325 SAN ANTONIO VALLEY ROAD,5115,43,1,1,01/01/1956,07/01/1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7227,Shop Office Building,Shop Office Building,Shop Office Building,SHOP OFFICE,7227,Main Entrance Area,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,109 Ox Team Road,Santa Cruz,Santa Cruz,CA,95064,109 OX TEAM ROAD,5245,44,1,2,01/01/1965,08/01/1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7228,Sign Shop,Sign Shop,Sign Shop,SIGN SHOP,7228,Main Entrance Area,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,107 Ox Team Road,Santa Cruz,Santa Cruz,CA,95064,107 OX TEAM ROAD,5245,44,1,4,01/01/1965,08/01/1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7229,Mount Hamilton Quonset 2 Storage,Mount Hamilton Quonset 2 Storage,Mount Hamilton Quonset 2 Storage,MTHAM STOR 1,7229,Off-campus Mt Ham Auto Planet Finder,07 - Santa Cruz,C - Central Campus,G - General,LAB - Lab / Research,30090 San Antonio Valley Road,San Jose,Santa Clara,CA,95140,30090 SAN ANTONIO VALLEY ROAD,5115,43,1,1,01/01/1956,07/01/1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7231,Mount Hamilton Garage 7231,Mount Hamilton Garage 7231,Mount Hamilton Garage 7231,MTHAM G 7231,7231,Off-campus Mt Ham Auto Planet Finder,07 - Santa Cruz,C - Central Campus,R - Residential,SUP - Support,7281 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,7281 MT HAMILTON RD,5115,43,1,1,01/01/1949,07/01/1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7232,Mount Hamilton Garage 7232,Mount Hamilton Garage 7232,Mount Hamilton Garage 7232,MTHAM G 7232,7232,Off-campus Mt Ham Auto Planet Finder,07 - Santa Cruz,C - Central Campus,R - Residential,SUP - Support,7281 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,7281 MT HAMILTON RD,5115,43,1,1,01/01/1916,07/01/1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7233,Mount Hamilton Garage 7233,Mount Hamilton Garage 7233,Mount Hamilton Garage 7233,MTHAM G 7233,7233,Off-campus Mt Ham Auto Planet Finder,07 - Santa Cruz,C - Central Campus,R - Residential,SUP - Support,7281 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,7281 MT HAMILTON RD,5115,43,1,1,01/01/1953,07/01/1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7234,Mount Hamilton Garage 7234,Mount Hamilton Garage 7234,Mount Hamilton Garage 7234,MTHAM G 7234,7234,Off-campus Mt Ham Rattlesnake Ridge,07 - Santa Cruz,C - Central Campus,R - Residential,SUP - Support,7281 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,7281 MT HAMILTON RD,5115,43,1,2,01/01/1922,07/01/1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7235,Mount Hamilton Firetruck Garage,Mount Hamilton Firetruck Garage,Mount Hamilton Firetruck Garage,MTHAM FIRE H,7235,Off-campus Mt Ham Downtown,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,30040 San Antonio Valley Road,San Jose,Santa Clara,CA,95140,30040 SAN ANTONIO VALLEY ROAD,5115,43,1,1,01/01/1953,07/01/1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7237,Mount Hamilton Incinerator,Mount Hamilton Incinerator,Mount Hamilton Incinerator,MTHAM INCIN,7237,Off-campus Mt Ham Helicopter,07 - Santa Cruz,C - Central Campus,G - General,SPC - Special Use,28900 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,28900 MT HAMILTON RD,5115,43,1,0,01/01/1935,07/01/1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7240,Mount Hamilton Main Observatory,Mount Hamilton Main Observatory,Mount Hamilton Main Observatory,MTHAM OBSERV,7240,Off-campus Mt Ham Main,07 - Santa Cruz,C - Central Campus,G - General,LAB - Lab / Research,29955 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,29955 MT HAMILTON RD,5115,43,3,17,01/01/1888,07/01/1888,06/01/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7241,Arboretum Kubota Equipment Shed,Arboretum Kubota Equipment Shed,Arboretum Kubota Equipment Shed,KUBOTA SHED,7X01,Arboretum Neighborhood,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,123 Arboretum Road,Santa Cruz,Santa Cruz,CA,95064,123 ARBORETUM ROAD,5245,44,1,1,01/01/1988,01/01/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7242,Farm Flammable Storage Container,Farm Flammable Storage Container,Farm Flammable Storage Container,FLAMBL STRG,7X02,Agroecology,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,106 Farm Road,Santa Cruz,Santa Cruz,CA,95064,106 FARM ROAD,5245,44,1,1,01/01/2010,01/01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7243,Paint Storage Container 1,Paint Storage Container 1,Paint Storage Container 1,PAINT STOR 1,7X03,Main Entrance Area,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,104 Carriage House Road,Santa Cruz,Santa Cruz,CA,95064,104 CARRIAGE HOUSE ROAD,5245,44,1,1,01/01/2010,01/01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7244,Paint Storage Container 2,Paint Storage Container 2,Paint Storage Container 2,PAINT STOR 2,7X04,Main Entrance Area,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,104 Carriage House Road,Santa Cruz,Santa Cruz,CA,95064,104 CARRIAGE HOUSE ROAD,5245,44,1,1,01/01/2010,01/01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245,Merrill Substation Shed,Merrill Substation Shed,Merrill Substation Shed,ME SBSTN SHD,7X05,Crown-Merrill Neighborhood,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,610 Merrill Road,Santa Cruz,Santa Cruz,CA,95064,610 MERRILL ROAD,5245,44,1,1,01/01/2010,01/01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246,Physical Plant Battery Shed,Physical Plant Battery Shed,Physical Plant Battery Shed,BATTERY SHED,7X06,Main Entrance Area,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,104 Carriage House Road,Santa Cruz,Santa Cruz,CA,95064,104 CARRIAGE HOUSE ROAD,5245,44,1,1,01/01/2010,01/01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7247,Fleet Tire Container,Fleet Tire Container,Fleet Tire Container,TIRE CONTNR,7X07,Main Entrance Area,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,104 Carriage House Road,Santa Cruz,Santa Cruz,CA,95064,104 CARRIAGE HOUSE ROAD,5245,44,1,1,01/01/2010,01/01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7248,Fleet 20 ft Container,Fleet 20 ft Conainer,Fleet 20 ft Container,FLT 20FT CON,7X08,Main Entrance Area,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,120 Carriage House Road,Santa Cruz,Santa Cruz,CA,95064,120 CARRIAGE HOUSE ROAD,5245,44,1,1,01/01/2010,01/01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7249,Garage Parts Washer Shed,Garage Parts Washer Shed,Garage Parts Washer Shed,PRTS WSH SHD,7X09,Main Entrance Area,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,104 Carriage House Road,Santa Cruz,Santa Cruz,CA,95064,104 CARRIAGE HOUSE ROAD,5245,44,1,1,01/01/2010,01/01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7250,TAPS 20 ft Container,TAPS 20 ft Container,TAPS 20 ft Container,TAPS 20 CONT,7X10,Main Entrance Area,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,104 Carriage House Road,Santa Cruz,Santa Cruz,CA,95064,104 CARRIAGE HOUSE ROAD,5245,44,1,1,01/01/2010,01/01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7251,TAPS 40 ft Container,TAPS 40 ft Container,TAPS 40 ft Container,TAPS 40 CONT,7X11,Main Entrance Area,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,104 Carriage House Road,Santa Cruz,Santa Cruz,CA,95064,104 CARRIAGE HOUSE ROAD,5245,44,1,1,01/01/2010,01/01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7252,LML Dechlorination Chemical Shed,LML Dechlorination Chemical Shed,LML Dechlorination Chemical Shed,DCHL CHEM SH,7X12,Off-campus Coastal Science Campus,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,104 McAllister Way,Santa Cruz,Santa Cruz,CA,95060,104 MCALLISTER WAY,5245,44,1,1,01/01/2010,01/01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7253,LML Fuel Locker,LML Fuel Locker,LML Fuel Locker,FUEL LOCKER,7X13,Off-campus Coastal Science Campus,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,102 McAllister Way,Santa Cruz,Santa Cruz,CA,95060,102 MCALLISTER WAY,5245,44,1,1,01/01/2010,01/01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7254,LML Temporary Regulated Waste Storage,LML Temporary Regulated Waste Storage,LML Temporary Regulated Waste Storage,LML REG WSTE,7X14,Off-campus Coastal Science Campus,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,100 McAllister Way,Santa Cruz,Santa Cruz,CA,95060,100 MCALLISTER WAY,5245,44,1,1,01/01/2010,01/01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7255,LML Pinniped Shed,LML Pinniped Shed,LML Pinniped Shed,PINIPED SHED,7X15,Off-campus Coastal Science Campus,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,104 McAllister Way,Santa Cruz,Santa Cruz,CA,95060,104 MCALLISTER WAY,5245,44,1,1,01/01/2010,01/01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7256,LPG Grounds Storage Container,LPG Grounds Storage Container,LPG Grounds Storage Container,LPG GRDS CON,7X16,Arboretum Neighborhood,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,1456 High Street,Santa Cruz,Santa Cruz,CA,95064,1456 HIGH STREET,5245,44,1,1,01/01/2010,01/01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7260,Mount Hamilton Photographic Building,Mount Hamilton Photographic Building,Mount Hamilton Photographic Building,MTHAM PHOTO,7260,Off-campus Mt Ham Main,07 - Santa Cruz,C - Central Campus,G - General,LAB - Lab / Research,7281 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,7281 MT HAMILTON RD,5115,43,2,12,01/01/1925,07/01/1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7261,Mount Hamilton South Pump House,Mount Hamilton South Pump House,Mount Hamilton South Pump House,MTHAM PUMP S,7261,Off-campus Mt Ham Kepler Peak,07 - Santa Cruz,C - Central Campus,G - General,SPC - Special Use,7281 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,7281 MT HAMILTON RD,5115,43,1,0,01/01/1920,07/01/1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7262,Mount Hamilton North Pump House,Mount Hamilton North Pump House,Mount Hamilton North Pump House,MTHAM PUMP N,7262,Off-campus Mt Ham Helicopter,07 - Santa Cruz,C - Central Campus,G - General,SPC - Special Use,7281 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,7281 MT HAMILTON RD,5115,43,1,0,01/01/1920,07/01/1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7263,Mount Hamilton Fire Booster Pump,Mount Hamilton Fire Booster Pump,Mount Hamilton Fire Booster Pump,MTHAM PUMP E,7263,Off-campus Mt Ham Kepler Peak,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,30350 San Antonio Valley Road,San Jose,Santa Clara,CA,95140,30350 SAN ANTONIO VALLEY ROAD,5115,43,1,0,01/01/1980,09/01/1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7265,Mount Hamilton Storage 2,Mount Hamilton Storage 2,Mount Hamilton Storage 2,MTHAM STOR 2,7265,Off-campus Mt Ham Shane,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,30275 San Antonio Valley Road,San Jose,Santa Clara,CA,95140,30275 SAN ANTONIO VALLEY ROAD,5115,43,3,1,01/01/1949,07/01/1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7266,Mount Hamilton Residence 7266,Mount Hamilton Residence 7266,Mount Hamilton Residence 7266,MTHAM R 7266,7266,Off-campus Mt Ham Rattlesnake Ridge,07 - Santa Cruz,C - Central Campus,R - Residential,RES - Residential,29710 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,29710 MT HAMILTON RD,5115,43,3,1,01/01/1922,07/01/1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7267,Mount Hamilton Residence 7267,Mount Hamilton Residence 7267,Mount Hamilton Residence 7267,MTHAM R 7267,7267,Off-campus Mt Ham Auto Planet Finder,07 - Santa Cruz,C - Central Campus,R - Residential,RES - Residential,30060 San Antonio Valley Road,San Jose,Santa Clara,CA,95140,30060 SAN ANTONIO VALLEY ROAD,5115,43,2,1,01/01/1921,07/01/1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7268,Mount Hamilton Residence 7268,Mount Hamilton Residence 7268,Mount Hamilton Residence 7268,MTHAM R 7268,7268,Off-campus Mt Ham Auto Planet Finder,07 - Santa Cruz,C - Central Campus,R - Residential,RES - Residential,30095 San Antonio Valley Road,San Jose,Santa Clara,CA,95140,30095 SAN ANTONIO VALLEY ROAD,5115,43,2,1,01/01/1922,07/01/1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7269,Mount Hamilton Recreation Hall,Mount Hamilton Recreation Hall,Mount Hamilton Recreation Hall,MTHAM REC HL,7269,Off-campus Mt Ham Auto Planet Finder,07 - Santa Cruz,C - Central Campus,R - Residential,GEN - General Use,30265 San Antonio Valley Road,San Jose,Santa Clara,CA,95140,30265 SAN ANTONIO VALLEY ROAD,5115,43,3,1,01/01/1911,07/01/1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7270,Mount Hamilton Residence 7270,Mount Hamilton Residence 7270,Mount Hamilton Residence 7270,MTHAM R 7270,7270,Off-campus Mt Ham Shane,07 - Santa Cruz,C - Central Campus,R - Residential,RES - Residential,30315 San Antonio Valley Road,San Jose,Santa Clara,CA,95140,30315 SAN ANTONIO VALLEY ROAD,5115,43,3,1,01/01/1911,07/01/1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7271,Mount Hamilton Residence 7271,Mount Hamilton Residence 7271,Mount Hamilton Residence 7271,MTHAM R 7271,7271,Off-campus Mt Ham Rattlesnake Ridge,07 - Santa Cruz,C - Central Campus,R - Residential,RES - Residential,29700 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,29700 MT HAMILTON RD,5115,43,2,2,01/01/1895,07/01/1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7272,Mount Hamilton Residence 7272,Mount Hamilton Residence 7272,Mount Hamilton Residence 7272,MTHAM R 7272,7272,Off-campus Mt Ham Downtown,07 - Santa Cruz,C - Central Campus,R - Residential,RES - Residential,30010 San Antonio Valley Road,San Jose,Santa Clara,CA,95140,30010 SAN ANTONIO VALLEY ROAD,5115,43,2,1,01/01/1924,07/01/1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7273,Mount Hamilton Resr-Huygn Peak,Mount Hamilton Resr-Huygn Peak,Mount Hamilton Resr-Huygn Peak,MTHAM RHUYPK,7273,Off-campus Mt Ham Downtown,07 - Santa Cruz,C - Central Campus,G - General,SPC - Special Use,7281 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,7281 MT HAMILTON RD,5115,43,1,0,01/01/1890,07/01/1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7274,Mount Hamilton Resr-Keplr Peak,Mount Hamilton Resr-Keplr Peak,Mount Hamilton Resr-Keplr Peak,MTHAM RKEPPK,7274,Off-campus Mt Ham Kepler Peak,07 - Santa Cruz,C - Central Campus,G - General,SPC - Special Use,30400 San Antonio Valley Road,San Jose,Santa Clara,CA,95140,30400 SAN ANTONIO VALLEY ROAD,5115,43,1,0,01/01/1906,07/01/1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7275,Mount Hamilton Resr-East Peak,Mount Hamilton Resr-East Peak,Mount Hamilton Resr-East Peak,MTHAM RCOPPK,7275,Off-campus Mt Ham Copernicus Peak,07 - Santa Cruz,C - Central Campus,G - General,SPC - Special Use,7281 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,7281 MT HAMILTON RD,5115,43,1,0,01/01/1888,07/01/1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7276,Mount Hamilton 120-inch telescope,Mount Hamilton 120-inch telescope,Mount Hamilton 120-inch telescope,MTHAM 120 IN,7276,Off-campus Mt Ham Shane,07 - Santa Cruz,C - Central Campus,G - General,LAB - Lab / Research,30305 San Antonio Valley Road,San Jose,Santa Clara,CA,95140,30305 SAN ANTONIO VALLEY ROAD,5115,43,3,47,01/01/1952,07/01/1952,,,,Addition to Building is MTHAM CAT 7277 (Coude Auxiliary Telescope). New ADF for site in this bldg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7279,Mount Hamilton Lab & Measure Building,Mount Hamilton Lab & Measure Building,Mount Hamilton Lab & Measure Building,MTHAM LABMES,7279,Off-campus Mt Ham Main,07 - Santa Cruz,C - Central Campus,G - General,LAB - Lab / Research,29965 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,29965 MT HAMILTON RD,5115,43,2,32,01/01/1958,07/01/1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7280,Mount Hamilton New Schoolhouse,Mount Hamilton New Schoolhouse,Mount Hamilton New Schoolhouse,MTHAM SCHOOL,7280,Off-campus Mt Ham Downtown,07 - Santa Cruz,C - Central Campus,R - Residential,SUP - Support,30050 San Antonio Valley Road,San Jose,Santa Clara,CA,95140,30050 SAN ANTONIO VALLEY ROAD,5115,43,2,4,01/01/1925,07/01/1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7281,Mount Hamilton Machine & Carpentry Shop,Mount Hamilton Machine & Carpentry Shop,Mount Hamilton Machine & Carpentry Shop,MTHAM SHOP 1,7281,Off-campus Mt Ham Downtown,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,30035 San Antonio Valley Road,San Jose,Santa Clara,CA,95140,30035 SAN ANTONIO VALLEY ROAD,5115,43,2,17,01/01/1920,07/01/1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7282,Mount Hamilton Electrical & Paint Shop,Mount Hamilton Electrical & Paint Shop,Mount Hamilton Electrical & Paint Shop,MTHAM SHOP 2,7282,Off-campus Mt Ham Downtown,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,30005 San Antonio Valley Road,San Jose,Santa Clara,CA,95140,30005 SAN ANTONIO VALLEY ROAD,5115,43,1,3,01/01/1928,07/01/1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7285,Mount Hamilton Transformer R 5,Mount Hamilton Transformer R 5,Mount Hamilton Transformer R 5,MTHAM TRAN 5,7285,Off-campus Mt Ham Rattlesnake Ridge,07 - Santa Cruz,C - Central Campus,G - General,SPC - Special Use,7281 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,7281 MT HAMILTON RD,5115,43,1,0,01/01/1925,07/01/1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7286,Mount Hamilton Transformer 3,Mount Hamilton Transformer 3,Mount Hamilton Transformer 3,MTHAM TRAN 3,7286,Off-campus Mt Ham Downtown,07 - Santa Cruz,C - Central Campus,G - General,SPC - Special Use,7281 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,7281 MT HAMILTON RD,5115,43,1,0,01/01/1924,07/01/1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7287,Mount Hamilton B Pump,Mount Hamilton B Pump,Mount Hamilton B Pump,MTHAM B PUMP,7287,Off-campus Mt Ham Main,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,7281 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,7281 MT HAMILTON RD,5115,43,1,0,01/01/1926,07/01/1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7288,Mount Hamilton Electrical Vault-Main Observatory,Mount Hamilton Electrical Vault-Main Observatory,Mount Hamilton Electrical Vault-Main Observatory,MTHAM E V-M,7288,Off-campus Mt Ham Main,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,7281 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,7281 MT HAMILTON RD,5115,43,1,0,01/01/1926,07/01/1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7289,Mount Hamilton Transformer T-9,Mount Hamilton Transformer T-9,Mount Hamilton Transformer T-9,MTHAM TRAN 9,7289,Off-campus Mt Ham Kepler Peak,07 - Santa Cruz,C - Central Campus,G - General,SPC - Special Use,7281 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,7281 MT HAMILTON RD,5115,43,1,0,01/01/1926,07/01/1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7293,Mount Hamilton Tank-Kepler Peak,Mount Hamilton Tank-Kepler Peak,Mount Hamilton Tank-Kepler Peak,MTHAM MET TK,7293,Off-campus Mt Ham Kepler Peak,07 - Santa Cruz,C - Central Campus,G - General,SPC - Special Use,30430 San Antonio Valley Road,San Jose,Santa Clara,CA,95140,30430 SAN ANTONIO VALLEY ROAD,5115,43,1,0,01/01/1964,07/01/1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7294,Mount Hamilton Water Tank-Kepler Peak,Mount Hamilton Water Tank-Kepler Peak,Mount Hamilton Water Tank-Kepler Peak,MTHAM TK KEP,7294,Off-campus Mt Ham Kepler Peak,07 - Santa Cruz,C - Central Campus,G - General,SPC - Special Use,30440 San Antonio Valley Road,San Jose,Santa Clara,CA,95140,30440 SAN ANTONIO VALLEY ROAD,5115,43,1,0,01/01/1928,07/01/1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7295,Mount Hamilton Electrical Vault-T,Mount Hamilton Electrical Vault-T,Mount Hamilton Electrical Vault-T,MTHAM E V-T,7295,Off-campus Mt Ham Tortilla Flats,07 - Santa Cruz,C - Central Campus,G - General,SUP - Support,7281 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,7281 MT HAMILTON RD,5115,43,1,0,01/01/1961,07/01/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7298,Mount Hamilton Heating Plant,Mount Hamilton Heating Plant,Mount Hamilton Heating Plant,MTHAM HEAT,7298,Off-campus Mt Ham Main,07 - Santa Cruz,C - Central Campus,G - General,SPC - Special Use,29975 Mount Hamilton Road,San Jose,Santa Clara,CA,95140,29975 MT HAMILTON RD,5115,43,1,0,01/01/1957,07/01/1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7300,Bay Tree Bookstore,Bay Tree Bookstore,Bay Tree Bookstore,BAYTREE BOOK,7300,Quarry Plaza,07 - Santa Cruz,C - Central Campus,G - General,SPC - Special Use,500 Steinhart Way,Santa Cruz,Santa Cruz,CA,95064,500 STEINHART WAY,5245,44,3,82,01/01/2001,09/01/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7301,Classroom Unit 1,Classroom Unit 1,Classroom Unit 1,CLRM BLDG,7301,Quarry Plaza,07 - Santa Cruz,C - Central Campus,G - General,CLS - Classroom,520 Steinhart Way,Santa Cruz,Santa Cruz,CA,95064,520 STEINHART WAY,5245,44,3,18,01/01/1972,09/01/1972,06/01/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7302,Graduate Commons,Graduate Commons,Graduate Commons,GRAD COMMONS,7302,Quarry Plaza,07 - Santa Cruz,C - Central Campus,G - General,GEN - General Use,508 Steinhart Way,Santa Cruz,Santa Cruz,CA,95064,508 STEINHART WAY,5245,44,2,27,01/01/2001,06/01/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
